"CTRL_0"	"CTRL_1"	"CTRL_2"	"CTRL_3"	"CTRL_4"	"CTRL_5"	"CTRL_6"	"CTRL_7"	"CTRL_8"	"LUTS_0"	"LUTS_1"	"LUTS_2"	"LUTS_3"	"LUTS_4"	"LUTS_5"	"LUTS_6"	"LUTS_7"	"LUTS_8"
"POGLUT1"	235.606	0	27.8231	72.6759	219.35	0	89.5884	108.055	39.1469	510.786	66.3145	0	4.99005	0	194.986	1.39289	65.1819	0
"POGZ"	1362.03	831.639	3543.47	818.027	880.298	1510.03	2753.87	933.396	970.549	427.512	741.32	0	1534.44	1.82186	816.263	389.314	920.026	191.896
"POLA1"	698.59	237.01	0	246.76	284.092	30.4876	0	43.7267	66.476	80.9282	253.936	0	0	0	200.933	105.86	175.243	0
"POLA2"	234.11	13.3231	1071.19	307.605	37.6856	116.57	443.073	44.1471	122.611	89.1383	64.6971	4.31138	284.433	196.761	159.727	34.8224	256.453	1.82758
"POLB"	249.069	359.021	0	234.929	260.901	296.806	672.887	256.474	836.858	65.6809	628.64	446.946	109.781	0	48.4278	1041.19	265.002	0
"POLD1"	10.4714	4.90849	0	283.943	140.113	0	0	0.840897	48.0104	109.664	0.539142	0	0	539.271	156.753	0.696447	21.3711	0
"POLD2"	105.462	354.814	504.79	158.873	272.496	177.545	0	161.873	69.4304	52.7793	178.995	0	441.62	1830.97	198.172	535.568	24.5768	0
"POLD3"	376.221	653.531	1277.87	66.7604	398.598	8.07024	0	217.372	291.017	451.556	245.31	0	72.3558	52.8339	326.888	500.049	262.865	0
"POLD4"	131.64	310.638	1281.85	310.985	170.552	71.7355	875.434	245.542	196.473	167.134	162.282	0	788.429	7.28744	442.859	402.546	226.534	217.482
"POLDIP2"	499.634	507.678	0	98.8731	479.284	257.351	3187.2	369.154	577.602	541.867	105.133	495.809	546.411	404.453	351.526	592.676	490.467	308.861
"POLDIP3"	1362.03	1176.64	25.8357	909.294	774.488	529.946	560.901	925.407	750.44	800.486	862.627	984.431	311.878	140.283	835.592	1303.75	767.223	40.2068
"POLE"	326.108	565.879	0	163.098	96.1467	294.115	5.84272	286.326	118.179	879.068	283.589	655.33	541.421	43.7246	323.701	379.564	482.987	0
"POLE2"	102.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212403	0	0	0
"POLE3"	330.596	145.852	5.96209	517.182	191.327	196.376	651.463	247.224	284.369	178.277	126.698	609.342	47.4055	18.2186	445.196	88.4488	458.41	668.895
"POLE4"	347.051	0	0	0	121.754	52.0082	0.973787	54.6583	52.4421	806.35	0	0	0	0	93.6695	52.93	133.569	0
"POLG"	116.681	312.741	13.9115	614.365	776.421	494.975	1148.09	681.547	707.598	549.491	666.38	0	651.202	499.19	1023.78	410.904	741.577	3550.99
"POLG2"	169.786	7.71335	0	352.394	99.0456	289.632	0	137.487	159.542	5.27793	101.898	649.581	134.731	353.441	58.4107	245.846	34.1938	0
"POLH"	370.238	142.346	87.444	478.309	329.508	147.954	6.81651	613.855	423.969	76.2367	336.964	1314.97	1130.25	845.343	224.722	180.38	164.558	38.3792
"POLI"	255.801	208.26	2857.83	86.197	76.3376	410.686	0	102.169	125.566	127.257	22.644	1.43713	0	2749.19	224.297	118.396	68.3875	0
"POLK"	159.314	337.985	0	108.169	176.349	267.215	1631.09	354.859	144.031	132.535	274.963	0	314.373	0	298.638	5.57158	66.2504	87.724
"POLL"	34.4059	202.651	33.7852	5.07041	337.238	0	0	70.6354	156.588	106.145	0	17.2455	311.878	0	72.6417	119.092	0	0
"POLM"	353.035	152.163	0	316.901	100.495	157.818	0	67.6922	141.077	368.282	244.771	86.2276	424.155	1313.56	111.087	14.6254	224.397	319.827
"POLN"	0	0	0	0	0	0	0	13.1094	118.918	0	0.539142	0	0	0	28.4619	0	1.07274	0
"POLQ"	0	0	0	61.69	5.31464	0	0	0	31.0221	14.6609	0	0	0	0	155.691	0	81.2102	0
"POLR1A"	439.05	484.538	308.041	54.9295	739.218	574.781	6.81651	213.588	231.189	124.324	159.047	123.593	276.948	16.3967	624.251	0.696447	384.68	661.585
"POLR1B"	150.339	420.027	0	201.971	92.7646	34.971	0	134.544	245.961	193.524	177.917	0	0	0	196.897	69.6447	71.5932	0
"POLR1C"	8.2275	0	0	281.408	229.013	0	1274.69	41.204	168.406	89.7248	16.7134	0	0	0	263.167	392.1	230.808	0
"POLR1D"	431.57	597.434	0	438.591	572.049	151.541	12.6592	185.418	270.336	631.005	106.211	238.563	798.409	0	274.636	328.027	241.493	1.82758
"POLR1E"	17.203	0	0	190.141	79.7196	22.4173	0	17.2384	2.95449	1.75931	0	0	0	23.6842	7.85889	0	27.7824	0
"POLR2A"	6142.21	4503.89	11433.3	4607.32	4244.47	10400.7	16650.8	5908.14	5175.52	5143.05	7401.34	3285.27	6125.29	13399.8	5275.02	12473.4	4799.95	15680.7
"POLR2B"	1104.73	1582.64	1.98736	778.308	1499.7	859.032	1794.69	1230.65	1117.53	2106.48	1642.23	182.515	264.473	12.753	1420.55	1266.84	1009.78	798.653
"POLR2C"	786.101	398.99	3.97473	284.788	373.957	276.182	14.6068	332.995	126.304	529.552	582.813	613.653	1327.35	1526.72	411.849	727.091	341.938	0
"POLR2D"	386.693	0	405.422	65.0703	215.001	9.86363	0	107.635	352.323	132.535	1.61743	0	187.127	0	183.728	105.86	211.574	5.48275
"POLR2E"	226.63	234.205	2523.95	195.211	572.532	598.991	1155.88	369.154	200.905	591.714	548.543	1051.98	945.615	0	572.637	148.343	322.704	0
"POLR2F"	258.792	404.6	3199.65	637.182	135.765	373.024	1.94757	256.894	12.5566	170.067	39.8965	932.695	533.936	0	241.926	0	579.157	0
"POLR2G"	485.423	332.375	1.98736	184.225	322.261	175.752	0	128.657	64.2601	248.063	132.629	0	0	0	256.37	89.8417	407.12	0
"POLR2H"	0	459.996	0	112.394	152.192	221.483	0	47.5107	0	93.2434	181.691	0	479.045	0	213.677	0	96.17	0
"POLR2I"	2.24386	2.80485	0	0	1.44945	0	0	65.1695	0	18.766	191.395	0	0	0	17.2046	0	67.319	0
"POLR2J"	384.449	217.376	29.8104	56.6196	80.2028	406.202	200.6	90.8169	11.8179	192.938	200.561	51.7365	314.373	320.647	211.765	208.238	380.406	1.82758
"POLR2J2"	302.173	30.8534	2.19355e-10	59.5702	1.21165	15.2437	6.75811	25.4937	1.01612e-05	76.8942	92.0861	114.067	2.49503	27.3279	67.0201	82.2832	42.8507	5.78947e-05
"POLR2J3"	333.588	22.4388	11.9242	161.408	114.506	179.339	7.79029	173.645	28.8062	205.839	144.49	224.192	229.543	1014.78	151.655	266.739	427.422	381.965
"POLR2J4"	205.688	0	129.179	108.169	162.821	401.719	53.5583	105.953	1.47724	328.991	300.302	224.192	94.811	349.797	137	217.988	395.365	0
"POLR2K"	456.253	111.493	471.005	266.197	386.036	385.578	0.973787	385.551	48.749	644.494	129.933	112.096	2.49503	16.3967	255.095	482.638	346.212	0
"POLR2L"	0	0	0	73.521	80.2028	0	408.99	103.851	1.47724	0	126.698	0	0	0	137.849	100.288	284.236	0
"POLR2M"	0.000558805	4.38119e-13	2.30793e-128	6.27415e-58	337.074	457.198	0.970334	239.534	198.978	906.044	1.09646e-44	1.97104e-12	3.35622e-68	1.63469e-47	298.714	140.611	126.732	1699.15
"POLR3A"	318.629	201.248	1.98736	597.464	410.677	818.681	8.76408	148.418	69.4304	157.165	102.976	0	187.127	0	309.895	0	346.212	0
"POLR3B"	0	0.701213	0	305.915	142.046	351.504	17.5282	8.82942	66.476	405.227	7.00885	0	0	1984.01	157.603	78.0021	339.801	0
"POLR3C"	271.508	594.629	0	275.492	197.125	18.8306	0	168.6	593.113	515.478	135.325	0	2.49503	0	247.874	230.524	136.775	1897.03
"POLR3D"	113.689	555.361	0	4.22534	61.8431	11.657	0	265.303	438.003	40.4641	14.0177	0	2.49503	0	84.7486	167.147	147.461	879.067
"POLR3E"	133.136	189.328	0	224.788	111.607	0	0	129.498	196.473	11.7287	15.096	788.982	503.995	0	182.029	265.346	32.0567	0
"POLR3F"	0	298.717	0	169.859	49.2812	0	0	5.04538	15.5111	103.799	47.4445	0	0	0	90.0587	0	13.8912	0
"POLR3G"	82.275	0	0	95.4928	1.44945	0	0	140.009	159.542	0	138.02	0	0	0	101.953	104.467	68.3875	0
"POLR3GL"	37.3977	25.2437	0	380.281	311.631	175.752	0	200.554	192.042	469.149	145.029	0	9.98011	0	463.675	122.575	361.172	12.7931
"POLR3H"	432.318	402.496	55.6462	349.013	464.307	112.087	0	357.802	299.142	400.536	145.029	146.587	721.063	688.663	533.98	255.596	230.808	0
"POLR3K"	0	0	0	81.9717	72.4724	128.227	672.887	33.2154	83.4643	62.1622	16.1743	0	0	0	115.759	99.5919	133.569	0
"POLRMT"	0	420.728	11.9242	0	339.171	167.682	0	18.9202	135.906	280.317	0	0	0	85.6274	61.3843	138.593	148.529	0
"POM121"	1468.24	638.805	5.96209	1465.97	1489.55	1223.99	673.86	1153.29	1068.79	1521.22	860.471	392.335	1080.35	1779.96	1479.6	1150.53	994.825	1955.51
"POM121C"	1038.16	752.402	3380.5	1158.59	1560.09	1225.78	1803.45	1027.58	827.995	1476.65	1127.89	888.144	1162.68	746.963	1198.59	667.196	1430.8	1950.03
"POM121L10P"	87.5107	188.626	1.98736	217.183	120.304	8.96693	964.049	45.4085	7.38622	72.1317	9.16542	0	4.99005	1.82186	17.8778	150.434	75.8674	16.4482
"POM121L12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POM121L1P"	1.49591	0	0	55.7745	32.371	0	0	0.420449	1.47724	59.8165	2.15657	0	531.441	1.82186	17.6294	161.576	70.5246	0
"POM121L2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POM121L4P"	0	0	0	53.2393	7.24724	0	0	41.6244	0	0.586436	0	1.43713	736.033	0	8.92091	0	0	0
"POM121L8P"	2.99182	0.701213	0	105.634	22.708	10.7603	7.79029	28.1701	0.738622	37.5319	5.93056	79.0419	731.043	1.82186	25.4883	144.165	14.9598	0
"POM121L9P"	1.49591	0	0	0	19.326	0	0	0.420449	0.738622	0.586436	0.539142	0	269.463	0	0.637208	0	5.34278	0
"POMC"	56.0966	0	0	0	0	0	0	28.1701	0	0	0	0	0	0	6.58448	0	10.6856	0
"POMGNT1"	289.459	295.912	0	354.929	159.922	0	0	89.976	401.072	410.505	15.6351	0	0	0	104.927	4.87513	167.763	0
"POMGNT2"	0	0	0	0	109.192	179.339	0	71.8967	95.2822	29.3218	53.9142	0	0	0	91.7579	0	49.1535	0
"POMK"	55.3487	0	7.94945	152.112	286.024	0	3.89515	48.772	0	158.924	23.1831	0	459.085	0	185.64	13.2325	94.0329	0
"POMP"	623.046	282.589	83.4692	502.816	1007.37	1324.42	998.131	442.732	310.96	1969.25	596.291	1779.16	476.55	807.084	1372.97	419.958	349.418	0
"POMT1"	1.49591	237.01	0	52.3943	104.843	2.69008	0	92.9192	136.645	117.287	245.849	28.7425	551.401	0	237.254	38.3046	144.255	0
"POMT2"	136.128	0	0	16.9014	56.0453	0	0	43.7267	13.2952	38.7048	0	0	0	7.28744	54.5875	0	53.4278	0
"POMZP3"	205.688	251.034	23.8484	76.0562	228.046	208.033	0	50.8743	132.213	120.219	38.2791	0	22.4552	0	130.628	31.3401	305.607	0
"PON1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PON2"	17.203	474.721	0	20.2817	77.787	75.3223	0	70.6354	370.049	0	0.539142	0	0	0	114.91	0.696447	17.0969	0
"PON3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POP1"	103.966	0	0	43.0985	172.484	233.14	0	93.7601	136.645	0	0	0	0	158.502	84.3238	0	66.2504	0
"POP4"	118.177	0	0	461.408	83.5848	354.194	1220.15	66.8513	18.4655	334.269	84.6453	0	526.451	0	199.234	273.007	158.146	0
"POP5"	11.2193	0.701213	0	174.929	22.708	0	1113.04	1.68179	123.35	165.375	0	0	0	0	70.73	1.39289	57.702	0
"POP7"	0	164.785	0	302.535	30.9215	0	5.84272	5.88628	0.738622	234.575	0	0	0	0	79.0137	229.828	80.1416	0
"POPDC2"	0	0	0	169.014	0.483149	0	0	5.46583	2.21587	0	88.4193	0	0	0	3.82325	4.17868	43.8108	0
"POPDC3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POR"	783.857	736.274	3.97473	729.294	982.725	606.165	316.481	739.99	696.52	489.088	1090.15	1731.74	2018.48	892.712	887.205	892.845	527.866	1.82758
"PORCN"	58.3405	131.828	0	3.38028	21.7417	21.5206	0	180.372	163.235	116.114	247.466	27.3054	0	47.3684	25.4883	516.067	213.711	0
"POSTN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POT1"	170.534	101.676	0	0	105.327	380.198	1566.82	69.7945	3.69311	14.0745	0	0	7.48508	1852.83	181.817	0	94.0329	0
"POT1-AS1"	0	85.548	0	2.53521	1.9326	11.657	1.94757	35.7381	41.3628	4.10505	53.9142	0	0	0	3.39844	2.08934	4.27422	0
"POTEA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POTEB2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POTEB3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POTEC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POTED"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POTEE"	2.99182	2.10364	0	0.845069	24.1575	0.896693	0	2.94314	0	0	11.322	0	0	7.28744	1.91162	0.696447	7.47989	0
"POTEF"	50.113	260.851	1.98736	361.689	243.024	59.1818	37.0039	179.111	135.168	181.209	98.663	1.43713	217.067	0	116.184	94.0204	101.513	0
"POTEG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POTEH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POTEH-AS1"	3.73975	86.2492	0	124.225	0	0.896607	2.08111e-09	2.10223	0	0	0	0	155.968	0	15.5054	0	3.61046e-05	0
"POTEI"	20.1948	13.3231	1.98736	24.507	92.7646	57.3884	0	62.6468	23.6359	126.67	49.6011	0	107.286	9.1093	33.772	22.2863	64.1133	0
"POTEJ"	0.747955	0	0	22.8169	31.4047	6.27685	0	18.0793	0	1.17287	16.7134	4.31138	0	12.753	4.88526	0	24.5768	0
"POTEKP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POTEM"	27.6743	138.84	0	160.563	188.428	197.273	39.9318	46.2494	64.9987	64.508	23.1831	215.569	177.147	0	144.434	59.8944	113.267	1.82758
"POU1F1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3814	0	0	0
"POU2AF1"	163.802	7.01213	469.018	20.2817	26.0901	122.847	19.4757	43.7267	7.38622	32.8404	95.9673	290.299	57.3856	242.307	26.9751	102.378	55.5649	56.6551
"POU2F1"	814.523	927.004	2482.22	621.971	718.926	946.012	1512.29	882.522	603.454	1055.59	1018.44	731.497	790.924	112.955	846.849	1087.15	1010.85	5038.64
"POU2F2"	1712.07	180.913	5677.9	2307.88	1426.74	2488.32	0.973787	822.818	862.71	1059.1	2572.25	3318.32	523.956	3.64372	1045.45	325.241	741.577	582.999
"POU2F3"	25.4305	0	0	0	24.1575	0	117.828	22.2838	22.1587	7.03724	23.7223	0	0	0	6.37208	6.26802	23.5082	3.65516
"POU3F1"	2.24386	0	0	0	0	0	0.973787	0.420449	0	0	0	0	52.3956	0	1.91162	134.414	69.4561	0
"POU3F2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POU3F3"	14.9591	589.72	5.96209	0	0.966298	1.79339	0	37.4199	59.8284	11.1423	0	0	229.543	3856.88	7.64649	20.8934	104.718	0
"POU3F4"	0	0	0	0	0	0	0.973787	0	0	0	0	1.43713	0	0	0	0	0	0
"POU4F1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POU4F2"	0	0	0	0	0.966298	0	0	0	0	0	0	0	0	0	0.212403	0	0	0
"POU4F3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POU5F1"	0.747955	4.90849	0	41.4084	10.6293	5.38016	214.233	42.4653	13.2952	5.27793	6.46971	127.904	0	3.64372	6.58448	18.8041	21.3711	9.13791
"POU5F1B"	0	0	0	0.845069	0	0	199.626	0	0	0	0	0	0	0	0.84961	12.536	1.06856	0
"POU5F1P3"	0	2.10364	0	10.1408	0.966298	0	0	0	0	0	0	83.3533	0	0	0	0	9.617	0
"POU5F1P4"	0	0	0	0	0	0	0	18.0793	0	0	0	0	0	0	0	0	0	0
"POU5F1P5"	0.747955	0	1.98736	3.38028	0.483149	1.79339	2.92136	4.20449	3.69311	0.586436	194.63	0	0	0	81.5626	0.696447	0	0
"POU5F2"	0	0	0	0	7.73039	0	0	5.04538	0	0	16.1743	0	0	0	0.84961	0	0	0
"POU6F1"	1.49591	3.50607	0	15.2112	25.6069	0	128.54	37.4199	15.5111	64.508	74.4016	0	2.49503	823.481	5.09766	2.78579	97.2385	16.4482
"POU6F2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POU6F2-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PP12613"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PP14571"	0	623.379	0	0	85.0343	0	0	73.999	42.8401	0	104.054	77.6048	0	1473.88	0	419.261	371.857	0
"PP2D1"	0	0	0	5.07041	51.2138	0	0	34.0563	43.5787	0	46.3662	0	0	0	15.0806	3.48224	0	0
"PP7080"	50.8609	18.9328	0	243.38	0.966298	119.26	0	42.4653	141.815	0.586436	9.70456	0	0	0	49.2774	9.05381	138.912	0
"PPA1"	1745.73	269.967	2364.96	298.309	607.802	657.276	1599.93	1580.89	1379.01	1325.35	660.988	5.7485	157.187	409.919	418.221	2358.87	1431.86	1727.07
"PPA2"	0.747955	0	2947.26	0.845069	59.4273	1.79339	0.973787	9.67032	30.2835	19.9388	1.61743	0	0	0	50.5518	1.39289	8.54844	3488.85
"PPAN"	175.982	330.973	2.7314e-27	5.61659e-52	183.303	133.607	0	45.8289	187.392	726.008	224.687	0	9.48822e-15	0	350.299	270.666	164.193	0
"PPAN-P2RY11"	186.776	9.47016e-07	3.90298	40.8875	140.327	1.75013e-05	8.40066e-05	4.49729e-06	46.0122	7.98366e-05	20.6224	0	25.1447	0	113.062	13.4845	28.8908	0
"PPAP2A"	1.49591	0	0	193.521	15.9439	1.79339	0	149.68	73.1235	12.9016	0	0	14.9702	1082.19	80.713	532.086	176.312	0
"PPAP2B"	1284.99	640.909	0	1336.9	1353.3	711.078	1.94757	972.498	1879.05	1507.14	3053.7	994.491	84.8309	623.076	3058.38	433.19	675.327	3764.82
"PPAP2C"	71.8037	353.412	0	0	0	0	0	143.373	15.5111	0	107.828	0	0	0	13.169	20.197	0	0
"PPAPDC1A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PPAPDC1B"	199.704	36.4631	35.7725	98.8731	71.9892	94.1528	532.661	163.134	317.607	333.096	231.831	1.43713	561.381	1524.9	194.561	415.082	105.787	0
"PPAPDC2"	42.6334	0	13.9115	105.634	34.7867	0	0.973787	68.1127	0.738622	1.17287	0	0	134.731	0	28.8867	204.059	101.513	0
"PPAPDC3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PPARA"	420.351	201.949	0	129.296	191.327	56.4917	2747.05	281.701	186.133	309.052	49.0619	1611.02	14.9702	1486.64	309.683	748.681	188.066	52.9999
"PPARD"	756.182	2865.86	1562.07	1794.08	1406.93	1371.94	2344.88	1279.43	1446.96	1148.24	1598.56	2057.96	2183.15	2803.84	1270.17	3911.25	1882.79	5276.23
"PPARG"	447.277	49.7861	0	302.535	443.531	0	733.261	153.464	266.642	21.1117	53.9142	0	37.4254	284.21	527.608	261.864	848.433	0
"PPARGC1A"	112.193	109.389	1.98736	0	0	0	1073.11	5.88628	115.225	96.762	4.31314	1.43713	167.167	5082.99	16.7798	0.696447	275.687	0
"PPARGC1B"	45.6253	75.731	9.93681	372.675	507.79	972.912	0	125.714	513.342	1401	214.579	0	69.8608	497.368	657.173	0	368.652	1014.31
"PPAT"	0	0	0	19.4366	83.1017	0	0	0.420449	0	109.664	66.3145	0	0	0	73.2789	200.577	63.0448	0
"PPBP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.844	0	0
"PPBPP2"	0	0	0	0	0	0	0	10.9317	0	0	0	0	0	0	10.6201	0	0	0
"PPCDC"	555.731	104.481	87.444	268.732	14.4945	120.157	0	395.642	146.986	55.7114	1467.01	0	446.61	156.68	156.328	330.812	180.586	6420.3
"PPCS"	716.541	735.573	1083.11	420.844	682.69	447.45	2852.22	391.017	1016.34	1907.09	175.76	735.809	531.441	861.74	622.977	928.364	543.895	29.2413
"PPDPF"	1165.31	1429.07	820.781	1355.49	431.452	283.355	2021.58	890.09	1189.92	354.208	426.461	586.348	2457.6	978.339	292.053	2906.27	816.376	1827.58
"PPEF1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.2232	0	0	0
"PPEF1-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PPEF2"	8.2275	2.10364	97.3808	0.845069	1.44945	8.07024	0.973787	7.56808	2.95449	2.93218	3.23485	7.18563	4.99005	3.64372	4.24805	2.78579	4.27422	20.1034
"PPFIA1"	1747.97	485.941	359.713	1948.73	1427.22	2555.58	466.444	1476.62	1400.43	1098.4	1220.62	895.33	1140.23	2995.14	2045.01	1255.69	1368.82	3293.3
"PPFIA2"	0	0	0	0	28.0227	0	0	0	0	0	0	0	0	0	0	0	0	0
"PPFIA3"	0	0	0	15.2112	55.079	0	0	26.0678	0	0	0.539142	0	0	0	2.33643	35.5188	69.4561	0
"PPFIA4"	65.82	326.765	0	74.3661	0	569.4	0	0	3.69311	222.846	0	0	0	0	42.4805	9.05381	66.2504	0
"PPFIBP1"	551.243	1950.07	1.98736	222.253	431.452	201.756	4945.86	957.362	1311.79	153.646	244.771	4.31138	2233.05	1880.16	307.559	4628.59	1611.38	0
"PPFIBP2"	246.825	398.289	5572.57	954.928	654.667	391.855	1746.97	410.778	640.385	499.644	64.6971	24.4311	528.946	1967.61	714.947	335.687	1390.19	2384.99
"PPHLN1"	572.933	1.40243	1.98736	184.225	657.083	429.516	87.6408	414.983	715.724	646.839	150.421	753.054	536.431	0	367.456	335.687	352.623	1.82758
"PPIA"	2887.85	3257.14	1963.51	1391.83	2666.5	2159.24	1313.64	2117.38	2024.56	4101.54	1598.02	1054.85	1866.28	1652.43	2496.79	2236.29	1850.74	880.895
"PPIAL4A"	96.4862	212.468	0	380.281	443.048	296.806	65.2437	240.497	217.155	926.569	498.167	2464.67	0	0	632.535	537.657	213.711	0
"PPIAL4C"	0	0	0	1.69014	0.966298	0.896693	0	0.420449	0	1.17287	1.61743	0	0	0	2.54883	0	7.47989	0
"PPIAL4D"	2.99182	159.175	0	144.507	66.1914	32.281	12.6592	30.6928	31.0221	198.215	16.7134	646.707	0	0	140.398	56.4122	94.0329	0
"PPIAL4E"	135.38	215.272	0	346.478	359.946	134.504	6.81651	270.348	104.146	863.821	254.475	705.629	59.8807	0	469.41	435.279	314.155	0
"PPIAL4G"	1.49591	137.438	0	1.69014	76.3376	3.58677	0	22.2838	0	11.7287	78.1756	0	2.49503	0	16.355	55.0193	19.234	0
"PPIAP30"	0	4.90849	0	3.38028	4.34834	1.79339	0	0.420449	1.47724	1.75931	1.07828	0	2.49503	0	1.69922	0	0	0
"PPIB"	554.235	1201.88	3102.27	960.843	469.621	2348.44	0	765.637	570.955	1103.09	789.843	0	523.956	562.955	803.519	322.455	787.525	2977.13
"PPIC"	0	132.529	0	97.1829	2.41575	0	334.009	89.5556	100.453	56.8843	5.39142	140.838	114.771	1559.51	66.482	314.098	229.739	0
"PPID"	131.64	365.332	0	246.76	237.226	240.314	190.862	199.713	55.3966	336.614	280.354	582.036	97.3061	1164.17	458.789	392.796	247.905	87.724
"PPIE"	0.747955	0	864.503	213.802	497.161	82.4958	0	50.8743	93.805	285.008	244.231	1.43713	107.286	23.6842	131.477	120.485	52.3592	0
"PPIEL"	55.3487	222.285	826.743	97.1829	155.091	235.83	525.845	158.089	81.987	445.105	461.506	33.0539	142.217	2386.64	187.976	158.093	48.085	1140.41
"PPIF"	5657.53	3972.37	14923.1	7499.99	2896.48	4361.52	4615.75	5835.83	4659.23	1029.78	31565.2	4590.18	424.155	9752.42	3325.16	7243.75	3412.97	28855.7
"PPIG"	2286.5	1385.6	449.144	1317.46	1024.76	1785.32	1358.43	905.226	873.789	1904.16	959.134	822.036	818.369	453.643	1157.38	751.466	1007.65	5886.64
"PPIH"	675.403	253.138	0	1.69014	36.2362	21.5206	0	127.396	17.7269	138.985	0	530.3	154.692	0	213.465	8.35736	85.4844	0
"PPIL1"	0	0.701213	0	166.479	8.69669	0	1180.23	53.8174	0	333.096	2.15657	0	0	0	131.052	6.26802	25.6453	0
"PPIL2"	548.251	759.414	2941.3	130.141	426.138	127.33	1642.78	145.475	146.247	578.813	119.69	44.5509	122.256	870.849	247.661	514.674	455.205	49.3447
"PPIL3"	14.9591	0	13.9115	43.0985	0.483149	162.302	0.973787	0.840897	121.873	59.8165	52.2968	0	0	0	142.31	6.26802	2.13711	0
"PPIL4"	370.986	206.858	0	635.492	340.137	856.342	3204.73	239.656	220.848	762.367	63.6188	0	306.888	1790.89	173.108	294.597	260.727	0
"PPIL6"	5.98364	112.895	7.94945	3.38028	7.73039	15.2438	9.73787	51.7152	25.1131	138.985	12.9394	2.87425	22.4552	0	26.1255	80.7879	34.1938	3.65516
"PPIP5K1"	845.189	731.366	1.98736	519.717	305.833	523.669	1419.78	397.744	782.939	294.391	144.49	1096.53	431.64	142.105	450.718	435.976	738.372	9.13791
"PPIP5K2"	266.272	882.828	270.281	361.689	823.769	1736	576.482	641.605	1456.56	834.499	4.31314	0	583.836	3.64372	1034.19	621.231	724.48	96.8619
"PPL"	39041.8	28173.3	30804.1	3946.47	7921.71	312.946	21763.2	29689.1	32815.5	2881.16	7012.62	57884.6	30876	33529.5	1295.87	106678	9853.15	2226
"PPM1A"	2222.92	967.674	755.198	714.083	1672.66	1074.24	2814.24	1420.7	1497.92	1505.38	1561.36	3390.18	2123.27	4060.93	1657.38	3359.66	1332.49	5.48275
"PPM1B"	2344.84	1182.25	1035.42	1412.11	2151.46	616.028	4094.77	1244.11	2775.74	1602.73	1052.94	2992.1	2392.73	3210.12	1115.96	2331.01	1826.16	5577.78
"PPM1D"	0	821.822	2969.12	544.224	442.081	476.144	139.251	380.506	604.193	153.06	139.638	99.1617	122.256	1415.59	258.919	693.661	106.856	104.172
"PPM1E"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212403	0	0	0
"PPM1F"	1608.1	415.82	1269.92	581.407	888.028	1294.83	1353.56	534.39	448.343	857.956	1837.4	5652.22	351.799	1009.31	590.267	383.046	401.777	2006.69
"PPM1G"	789.092	743.286	417.346	981.97	1017.03	715.561	4386.91	390.597	1014.87	1456.71	959.673	1470.18	875.755	1851.01	987.672	1123.37	777.908	3216.54
"PPM1H"	321.621	1208.19	10592.6	709.858	274.429	63.6652	1246.45	212.747	274.029	241.025	9.70456	0	581.341	1415.59	382.325	54.3229	270.344	1480.34
"PPM1J"	0	0	0	0	0	0	0	28.5905	0	0	0	0	0	0	0	0	0	0
